STA,Date,Precip,WindGustSpd,MaxTemp,MinTemp,MeanTemp,Snowfall,PoorWeather,YR,MO,DA,PRCP,DR,SPD,MAX,MIN,MEA,SNF,SND,FT,FB,FTI,ITH,PGT,TSHDSBRSGF,SD3,RHX,RHN,RVG,WTE
10001,1942-7-1,1.016,,25.55555556,22.22222222,23.88888889,0,,42,7,1,0.04,,,78,72,75,0,,,,,,,,,,,,
10001,1942-7-2,0,,28.88888889,21.66666667,25.55555556,0,,42,7,2,0,,,84,71,78,0,,,,,,,,,,,,
10001,1942-7-3,2.54,,26.11111111,22.22222222,24.44444444,0,,42,7,3,0.1,,,79,72,76,0,,,,,,,,,,,,
10001,1942-7-4,2.54,,26.66666667,22.22222222,24.44444444,0,,42,7,4,0.1,,,80,72,76,0,,,,,,,,,,,,
10001,1942-7-5,0,,26.66666667,21.66666667,24.44444444,0,,42,7,5,0,,,80,71,76,0,,,,,,,,,,,,
10001,1942-7-6,0,,26.66666667,21.66666667,24.44444444,0,,42,7,6,0,,,80,71,76,0,,,,,,,,,,,,
10001,1942-7-7,T,,28.33333333,22.77777778,25.55555556,0,,42,7,7,T,,,83,73,78,0,,,,,,,,,,,,
10001,1942-7-8,3.556,,26.66666667,22.22222222,24.44444444,0,,42,7,8,0.14,,,80,72,76,0,,,,,,,,,,,,
10001,1942-7-9,T,,27.22222222,22.77777778,25,0,,42,7,9,T,,,81,73,77,0,,,,,,,,,,,,
10001,1942-7-10,3.556,,25.55555556,21.66666667,23.33333333,0,,42,7,10,0.14,,,78,71,74,0,,,,,,,,,,,,
10001,1942-7-11,0,,25.55555556,21.66666667,23.33333333,0,,42,7,11,0,,,78,71,74,0,,,,,,,,,,,,
10001,1942-7-12,0.508,,24.44444444,22.22222222,23.33333333,0,,42,7,12,0.02,,,76,72,74,0,,,,,,,,,,,,
10001,1942-7-13,0,,26.11111111,21.66666667,23.88888889,0,,42,7,13,0,,,79,71,75,0,,,,,,,,,,,,
10001,1942-7-14,0,,26.11111111,22.22222222,24.44444444,0,,42,7,14,0,,,79,72,76,0,,,,,,,,,,,,
10001,1942-7-15,0,,25.55555556,22.77777778,24.44444444,0,,42,7,15,0,,,78,73,76,0,,,,,,,,,,,,
10001,1942-7-16,T,,26.11111111,21.11111111,23.33333333,0,,42,7,16,T,,,79,70,74,0,,,,,,,,,,,,
10001,1942-7-17,T,,28.33333333,22.22222222,25.55555556,0,,42,7,17,T,,,83,72,78,0,,,,,,,,,,,,
10001,1942-7-18,T,,26.66666667,21.11111111,23.88888889,0,,42,7,18,T,,,80,70,75,0,,,,,,,,,,,,
10001,1942-7-19,0,,27.77777778,21.66666667,24.44444444,0,,42,7,19,0,,,82,71,76,0,,,,,,,,,,,,
10001,1942-7-20,0,,26.11111111,20,23.33333333,0,,42,7,20,0,,,79,68,74,0,,,,,,,,,,,,
10001,1942-7-21,T,,24.44444444,21.66666667,23.33333333,0,,42,7,21,T,,,76,71,74,0,,,,,,,,,,,,
10001,1942-7-22,T,,24.44444444,21.11111111,22.77777778,0,,42,7,22,T,,,76,70,73,0,,,,,,,,,,,,
10001,1942-7-23,0,,26.66666667,20.55555556,23.33333333,0,,42,7,23,0,,,80,69,74,0,,,,,,,,,,,,
10001,1942-7-24,0,,27.22222222,18.88888889,23.33333333,0,,42,7,24,0,,,81,66,74,0,,,,,,,,,,,,
10001,1942-7-25,0,,27.22222222,19.44444444,23.33333333,0,,42,7,25,0,,,81,67,74,0,,,,,,,,,,,,
10001,1942-7-26,0,,25.55555556,19.44444444,22.22222222,0,,42,7,26,0,,,78,67,72,0,,,,,,,,,,,,
10001,1942-7-27,0,,25.55555556,19.44444444,22.77777778,0,,42,7,27,0,,,78,67,73,0,,,,,,,,,,,,
10001,1942-7-28,0,,26.66666667,19.44444444,23.33333333,0,,42,7,28,0,,,80,67,74,0,,,,,,,,,,,,
10001,1942-7-29,0,,26.66666667,19.44444444,23.33333333,0,,42,7,29,0,,,80,67,74,0,,,,,,,,,,,,
10001,1942-7-30,0,,27.22222222,19.44444444,23.33333333,0,,42,7,30,0,,,81,67,74,0,,,,,,,,,,,,
10001,1942-7-31,0,,27.22222222,19.44444444,23.33333333,0,,42,7,31,0,,,81,67,74,0,,,,,,,,,,,,
10001,1942-8-1,0,,26.11111111,20,23.33333333,0,,42,8,1,0,,,79,68,74,0,,,,,,,,,,,,
10001,1942-8-2,0,,24.44444444,20.55555556,22.22222222,0,,42,8,2,0,,,76,69,72,0,,,,,,,,,,,,
10001,1942-8-3,0,,24.44444444,20.55555556,22.22222222,0,,42,8,3,0,,,76,69,72,0,,,,,,,,,,,,
10001,1942-8-4,0,,26.66666667,21.11111111,23.88888889,0,,42,8,4,0,,,80,70,75,0,,,,,,,,,,,,
10001,1942-8-5,T,,26.66666667,21.11111111,23.88888889,0,,42,8,5,T,,,80,70,75,0,,,,,,,,,,,,
10001,1942-8-6,0,,24.44444444,21.66666667,23.33333333,0,,42,8,6,0,,,76,71,74,0,,,,,,,,,,,,
10001,1942-8-7,T,,24.44444444,21.11111111,22.77777778,0,,42,8,7,T,,,76,70,73,0,,,,,,,,,,,,
10001,1942-8-8,0,,26.11111111,20.55555556,23.33333333,0,,42,8,8,0,,,79,69,74,0,,,,,,,,,,,,
10001,1942-8-9,0,,26.11111111,20.55555556,23.33333333,0,,42,8,9,0,,,79,69,74,0,,,,,,,,,,,,
10001,1942-8-10,0,,27.22222222,21.66666667,24.44444444,0,,42,8,10,0,,,81,71,76,0,,,,,,,,,,,,
10001,1942-8-11,0,,25,21.66666667,23.33333333,0,,42,8,11,0,,,77,71,74,0,,,,,,,,,,,,
10001,1942-8-12,0,,25.55555556,20.55555556,23.33333333,0,,42,8,12,0,,,78,69,74,0,,,,,,,,,,,,
10001,1942-8-13,0,,25.55555556,20.55555556,23.33333333,0,,42,8,13,0,,,78,69,74,0,,,,,,,,,,,,
10001,1942-8-14,T,,25.55555556,20,22.77777778,0,,42,8,14,T,,,78,68,73,0,,,,,,,,,,,,
10001,1942-8-15,0.254,,25.55555556,17.77777778,21.66666667,0,,42,8,15,0.01,,,78,64,71,0,,,,,,,,,,,,
10001,1942-8-16,0,,25.55555556,19.44444444,22.22222222,0,,42,8,16,0,,,78,67,72,0,,,,,,,,,,,,
10001,1942-8-17,T,,25.55555556,20,22.77777778,0,,42,8,17,T,,,78,68,73,0,,,,,,,,,,,,
10001,1942-8-18,T,,26.11111111,20.55555556,23.33333333,0,,42,8,18,T,,,79,69,74,0,,,,,,,,,,,,
10001,1942-8-19,0,,27.77777778,20.55555556,24.44444444,0,,42,8,19,0,,,82,69,76,0,,,,,,,,,,,,
10001,1942-8-20,0.508,,23.88888889,20.55555556,22.22222222,0,,42,8,20,0.02,,,75,69,72,0,,,,,,,,,,,,
10001,1942-8-21,0.254,,32.77777778,20,23.33333333,0,,42,8,21,0.01,,,91,68,74,0,,,,,,,,,,,,
10001,1942-8-22,0,,27.22222222,20.55555556,23.33333333,0,,42,8,22,0,,,81,69,74,0,,,,,,,,,,,,
10001,1942-8-23,0,,25,20.55555556,22.77777778,0,,42,8,23,0,,,77,69,73,0,,,,,,,,,,,,
10001,1942-8-24,0,,27.77777778,20.55555556,24.44444444,0,,42,8,24,0,,,82,69,76,0,,,,,,,,,,,,
10001,1942-8-25,0,,26.66666667,20,23.33333333,0,,42,8,25,0,,,80,68,74,0,,,,,,,,,,,,
10001,1942-8-26,0,,27.22222222,20.55555556,23.88888889,0,,42,8,26,0,,,81,69,75,0,,,,,,,,,,,,
10001,1942-8-27,0,,27.22222222,20.55555556,23.88888889,0,,42,8,27,0,,,81,69,75,0,,,,,,,,,,,,
10001,1942-8-28,T,,27.22222222,20.55555556,23.88888889,0,,42,8,28,T,,,81,69,75,0,,,,,,,,,,,,
10001,1942-8-29,T,,25,21.11111111,23.33333333,0,,42,8,29,T,,,77,70,74,0,,,,,,,,,,,,
10001,1942-8-30,0,,27.22222222,20.55555556,23.88888889,0,,42,8,30,0,,,81,69,75,0,,,,,,,,,,,,
10001,1942-8-31,0,,27.22222222,21.11111111,23.88888889,0,,42,8,31,0,,,81,70,75,0,,,,,,,,,,,,
10001,1942-9-1,0.254,,27.22222222,21.11111111,24.44444444,0,,42,9,1,0.01,,,81,70,76,0,,,,,,,,,,,,
10001,1942-9-2,0.254,,27.22222222,22.22222222,25,0,,42,9,2,0.01,,,81,72,77,0,,,,,,,,,,,,
10001,1942-9-3,1.778,,27.22222222,21.11111111,24.44444444,0,,42,9,3,0.07,,,81,70,76,0,,,,,,,,,,,,
10001,1942-9-4,0,,27.22222222,21.11111111,24.44444444,0,,42,9,4,0,,,81,70,76,0,,,,,,,,,,,,
10001,1942-9-5,T,,27.22222222,22.22222222,24.44444444,0,,42,9,5,T,,,81,72,76,0,,,,,,,,,,,,
10001,1942-9-6,0,,26.66666667,22.22222222,24.44444444,0,,42,9,6,0,,,80,72,76,0,,,,,,,,,,,,
10001,1942-9-7,0.254,,26.66666667,21.66666667,24.44444444,0,,42,9,7,0.01,,,80,71,76,0,,,,,,,,,,,,
10001,1942-9-8,0,,27.22222222,21.11111111,24.44444444,0,,42,9,8,0,,,81,70,76,0,,,,,,,,,,,,
10001,1942-9-9,T,,26.66666667,21.66666667,24.44444444,0,,42,9,9,T,,,80,71,76,0,,,,,,,,,,,,
10001,1942-9-10,0,,28.33333333,21.11111111,24.44444444,0,,42,9,10,0,,,83,70,76,0,,,,,,,,,,,,
10001,1942-9-11,0,,26.11111111,21.11111111,23.33333333,0,,42,9,11,0,,,79,70,74,0,,,,,,,,,,,,
10001,1942-9-12,T,,27.22222222,21.66666667,24.44444444,0,,42,9,12,T,,,81,71,76,0,,,,,,,,,,,,
10001,1942-9-13,T,,27.22222222,21.66666667,24.44444444,0,,42,9,13,T,,,81,71,76,0,,,,,,,,,,,,
10001,1942-9-14,1.016,,27.77777778,22.77777778,25.55555556,0,,42,9,14,0.04,,,82,73,78,0,,,,,,,,,,,,
10001,1942-9-15,0,,27.77777778,22.77777778,25.55555556,0,,42,9,15,0,,,82,73,78,0,,,,,,,,,,,,
10001,1942-9-16,0,,30,21.66666667,25.55555556,0,,42,9,16,0,,,86,71,78,0,,,,,,,,,,,,
10001,1942-9-17,0,,27.77777778,22.22222222,25,0,,42,9,17,0,,,82,72,77,0,,,,,,,,,,,,
10001,1942-9-18,0,,31.11111111,21.11111111,26.11111111,0,,42,9,18,0,,,88,70,79,0,,,,,,,,,,,,
10001,1942-9-19,0,,34.44444444,22.22222222,28.33333333,0,,42,9,19,0,,,94,72,83,0,,,,,,,,,,,,
10001,1942-9-20,T,,30.55555556,21.66666667,26.11111111,0,,42,9,20,T,,,87,71,79,0,,,,,,,,,,,,
10001,1942-9-21,T,,29.44444444,22.22222222,26.11111111,0,,42,9,21,T,,,85,72,79,0,,,,,,,,,,,,
10001,1942-9-22,T,,30.55555556,22.22222222,26.66666667,0,,42,9,22,T,,,87,72,80,0,,,,,,,,,,,,
10001,1942-9-23,0.254,,26.11111111,23.33333333,25,0,,42,9,23,0.01,,,79,74,77,0,,,,,,,,,,,,
10001,1942-9-24,0,,25.55555556,22.22222222,23.88888889,0,,42,9,24,0,,,78,72,75,0,,,,,,,,,,,,
10001,1942-9-25,T,,30.55555556,21.66666667,26.11111111,0,,42,9,25,T,,,87,71,79,0,,,,,,,,,,,,
10001,1942-9-26,0,,31.66666667,22.22222222,27.22222222,0,,42,9,26,0,,,89,72,81,0,,,,,,,,,,,,
10001,1942-9-27,T,,31.66666667,21.11111111,26.66666667,0,,42,9,27,T,,,89,70,80,0,,,,,,,,,,,,
10001,1942-9-28,3.302,,32.22222222,20.55555556,26.11111111,0,,42,9,28,0.13,,,90,69,79,0,,,,,,,,,,,,
10001,1942-9-29,0.762,,27.77777778,22.22222222,25,0,,42,9,29,0.03,,,82,72,77,0,,,,,,,,,,,,
10001,1942-9-30,0,,29.44444444,22.22222222,26.11111111,0,,42,9,30,0,,,85,72,79,0,,,,,,,,,,,,
10001,1942-10-1,T,,31.11111111,23.33333333,27.22222222,0,,42,10,1,T,,,88,74,81,0,,,,,,,,,,,,
10001,1942-10-2,0,,31.11111111,22.77777778,27.22222222,0,,42,10,2,0,,,88,73,81,0,,,,,,,,,,,,
10001,1942-10-3,0,,31.11111111,22.22222222,26.66666667,0,,42,10,3,0,,,88,72,80,0,,,,,,,,,,,,
10001,1942-10-4,5.588,,27.22222222,21.11111111,23.88888889,0,,42,10,4,0.22,,,81,70,75,0,,,,,,,,,,,,
10001,1942-10-5,0,,31.11111111,22.22222222,26.66666667,0,,42,10,5,0,,,88,72,80,0,,,,,,,,,,,,
10001,1942-10-6,0.254,,29.44444444,22.22222222,25.55555556,0,,42,10,6,0.01,,,85,72,78,0,,,,,,,,,,,,
10001,1942-10-7,5.08,,29.44444444,22.77777778,26.11111111,0,,42,10,7,0.2,,,85,73,79,0,,,,,,,,,,,,
10001,1942-10-8,2.032,,28.88888889,20.55555556,25,0,,42,10,8,0.08,,,84,69,77,0,,,,,,,,,,,,
10001,1942-10-9,0,,31.11111111,22.22222222,26.66666667,0,,42,10,9,0,,,88,72,80,0,,,,,,,,,,,,
10001,1942-10-10,T,,30.55555556,22.22222222,26.66666667,0,,42,10,10,T,,,87,72,80,0,,,,,,,,,,,,
10001,1942-10-11,T,,27.77777778,21.11111111,24.44444444,0,,42,10,11,T,,,82,70,76,0,,,,,,,,,,,,
10001,1942-10-12,0,,30.55555556,21.11111111,25.55555556,0,,42,10,12,0,,,87,70,78,0,,,,,,,,,,,,
10001,1942-10-13,T,,30,22.77777778,26.11111111,0,,42,10,13,T,,,86,73,79,0,,,,,,,,,,,,
10001,1942-10-14,25.654,,27.22222222,22.22222222,24.44444444,0,,42,10,14,1.01,,,81,72,76,0,,,,,,,,,,,,
10001,1942-10-15,T,,30.55555556,21.11111111,25.55555556,0,,42,10,15,T,,,87,70,78,0,,,,,,,,,,,,
10001,1942-10-16,T,,30.55555556,22.22222222,26.11111111,0,,42,10,16,T,,,87,72,79,0,,,,,,,,,,,,
10001,1942-10-17,40.132,,28.88888889,21.66666667,25.55555556,0,,42,10,17,1.58,,,84,71,78,0,,,,,,,,,,,,
10001,1942-10-18,T,,30,22.22222222,26.11111111,0,,42,10,18,T,,,86,72,79,0,,,,,,,,,,,,
10001,1942-10-19,0.762,,30,21.66666667,26.11111111,0,,42,10,19,0.03,,,86,71,79,0,,,,,,,,,,,,
10001,1942-10-20,T,,29.44444444,22.22222222,26.11111111,0,,42,10,20,T,,,85,72,79,0,,,,,,,,,,,,
10001,1942-10-21,2.032,,28.88888889,22.22222222,25.55555556,0,,42,10,21,0.08,,,84,72,78,0,,,,,,,,,,,,
10001,1942-10-22,0,,30,22.22222222,25.55555556,0,,42,10,22,0,,,86,72,78,0,,,,,,,,,,,,
10001,1942-10-23,0,,30.55555556,22.77777778,26.66666667,0,,42,10,23,0,,,87,73,80,0,,,,,,,,,,,,
10001,1942-10-24,T,,30.55555556,22.22222222,26.11111111,0,,42,10,24,T,,,87,72,79,0,,,,,,,,,,,,
10001,1942-10-25,0,,31.11111111,22.22222222,26.66666667,0,,42,10,25,0,,,88,72,80,0,,,,,,,,,,,,
10001,1942-10-26,0,,31.11111111,22.22222222,26.66666667,0,,42,10,26,0,,,88,72,80,0,,,,,,,,,,,,
10001,1942-10-27,0,,31.66666667,22.77777778,27.22222222,0,,42,10,27,0,,,89,73,81,0,,,,,,,,,,,,
10001,1942-10-28,0,,31.11111111,22.22222222,26.66666667,0,,42,10,28,0,,,88,72,80,0,,,,,,,,,,,,
10001,1942-10-29,0,,32.22222222,21.11111111,26.66666667,0,,42,10,29,0,,,90,70,80,0,,,,,,,,,,,,
10001,1942-10-30,0.508,,31.66666667,21.66666667,26.66666667,0,,42,10,30,0.02,,,89,71,80,0,,,,,,,,,,,,
10001,1942-10-31,T,,30.55555556,20.55555556,25.55555556,0,1,42,10,31,T,,,87,69,78,0,,,,,,,1,,,,,
10001,1942-11-1,0,,31.11111111,23.33333333,27.22222222,0,,42,11,1,0,,,88,74,81,0,,,,,,,,,,,,
10001,1942-11-2,0,,31.66666667,22.22222222,26.66666667,0,,42,11,2,0,,,89,72,80,0,,,,,,,,,,,,
10001,1942-11-3,0,,31.11111111,22.22222222,26.66666667,0,,42,11,3,0,,,88,72,80,0,,,,,,,,,,,,
10001,1942-11-4,T,,30.55555556,22.77777778,26.66666667,0,,42,11,4,T,,,87,73,80,0,,,,,,,,,,,,
10001,1942-11-5,0,,31.66666667,22.22222222,26.66666667,0,,42,11,5,0,,,89,72,80,0,,,,,,,,,,,,
10001,1942-11-6,0,,32.77777778,22.22222222,27.77777778,0,,42,11,6,0,,,91,72,82,0,,,,,,,,,,,,
10001,1942-11-7,0,,31.66666667,23.33333333,27.77777778,0,,42,11,7,0,,,89,74,82,0,,,,,,,,,,,,
10001,1942-11-8,0,,31.11111111,22.77777778,26.66666667,0,,42,11,8,0,,,88,73,80,0,,,,,,,,,,,,
10001,1942-11-9,0,,31.66666667,22.77777778,27.22222222,0,,42,11,9,0,,,89,73,81,0,,,,,,,,,,,,
10001,1942-11-10,0,,32.77777778,22.77777778,27.77777778,0,,42,11,10,0,,,91,73,82,0,,,,,,,,,,,,
10001,1942-11-11,0,,32.22222222,23.33333333,27.77777778,0,,42,11,11,0,,,90,74,82,0,,,,,,,,,,,,
10001,1942-11-12,0,,32.22222222,22.77777778,27.77777778,0,,42,11,12,0,,,90,73,82,0,,,,,,,,,,,,
10001,1942-11-13,0,,32.22222222,22.77777778,27.77777778,0,,42,11,13,0,,,90,73,82,0,,,,,,,,,,,,
10001,1942-11-14,0,,32.22222222,22.77777778,27.77777778,0,,42,11,14,0,,,90,73,82,0,,,,,,,,,,,,
10001,1942-11-15,0,,32.22222222,22.77777778,27.77777778,0,,42,11,15,0,,,90,73,82,0,,,,,,,,,,,,
10001,1942-11-16,T,,32.22222222,22.77777778,27.77777778,0,,42,11,16,T,,,90,73,82,0,,,,,,,,,,,,
10001,1942-11-17,0,,32.77777778,23.33333333,27.77777778,0,,42,11,17,0,,,91,74,82,0,,,,,,,,,,,,
10001,1942-11-18,0,,31.66666667,23.33333333,27.77777778,0,,42,11,18,0,,,89,74,82,0,,,,,,,,,,,,
10001,1942-11-19,0,,31.66666667,22.77777778,27.22222222,0,,42,11,19,0,,,89,73,81,0,,,,,,,,,,,,
10001,1942-11-20,0,,31.66666667,23.33333333,27.77777778,0,,42,11,20,0,,,89,74,82,0,,,,,,,,,,,,
10001,1942-11-21,T,,32.22222222,22.77777778,27.77777778,0,,42,11,21,T,,,90,73,82,0,,,,,,,,,,,,
10001,1942-11-22,0,,31.66666667,21.11111111,26.66666667,0,,42,11,22,0,,,89,70,80,0,,,,,,,,,,,,
10001,1942-11-23,0,,32.77777778,23.33333333,27.77777778,0,,42,11,23,0,,,91,74,82,0,,,,,,,,,,,,
10001,1942-11-24,0,,32.22222222,23.33333333,27.77777778,0,,42,11,24,0,,,90,74,82,0,,,,,,,,,,,,
10001,1942-11-25,0,,33.33333333,23.33333333,28.33333333,0,,42,11,25,0,,,92,74,83,0,,,,,,,,,,,,
10001,1942-11-26,0,,32.22222222,22.22222222,27.22222222,0,,42,11,26,0,,,90,72,81,0,,,,,,,,,,,,
10001,1942-11-27,19.05,,32.77777778,21.66666667,27.22222222,0,,42,11,27,0.75,,,91,71,81,0,,,,,,,,,,,,
10001,1942-11-28,0,,31.11111111,21.66666667,26.66666667,0,,42,11,28,0,,,88,71,80,0,,,,,,,,,,,,
10001,1942-11-29,0,,32.22222222,22.77777778,27.77777778,0,,42,11,29,0,,,90,73,82,0,,,,,,,,,,,,
10001,1942-11-30,T,,32.77777778,23.33333333,27.77777778,0,,42,11,30,T,,,91,74,82,0,,,,,,,,,,,,
10001,1942-12-1,0,,32.22222222,22.22222222,27.22222222,0,,42,12,1,0,,,90,72,81,0,,,,,,,,,,,,
10001,1942-12-2,0,,32.77777778,23.33333333,27.77777778,0,,42,12,2,0,,,91,74,82,0,,,,,,,,,,,,
10001,1942-12-3,23.876,,31.66666667,19.44444444,25.55555556,0,,42,12,3,0.94,,,89,67,78,0,,,,,,,,,,,,
10001,1942-12-4,0,,31.11111111,22.22222222,26.66666667,0,,42,12,4,0,,,88,72,80,0,,,,,,,,,,,,
10001,1942-12-5,0,,31.66666667,22.22222222,26.66666667,0,,42,12,5,0,,,89,72,80,0,,,,,,,,,,,,
10001,1942-12-6,0,,31.66666667,22.22222222,26.66666667,0,,42,12,6,0,,,89,72,80,0,,,,,,,,,,,,
10001,1942-12-7,0,,31.11111111,21.66666667,26.66666667,0,,42,12,7,0,,,88,71,80,0,,,,,,,,,,,,
10001,1942-12-8,0,,32.22222222,22.22222222,27.22222222,0,,42,12,8,0,,,90,72,81,0,,,,,,,,,,,,
10001,1942-12-9,0,,32.77777778,23.88888889,28.33333333,0,,42,12,9,0,,,91,75,83,0,,,,,,,,,,,,
10001,1942-12-10,4.064,,32.77777778,20,26.66666667,0,,42,12,10,0.16,,,91,68,80,0,,,,,,,,,,,,
10001,1942-12-11,0,,29.44444444,20,24.44444444,0,,42,12,11,0,,,85,68,76,0,,,,,,,,,,,,
10001,1942-12-12,0,,26.66666667,19.44444444,23.33333333,0,,42,12,12,0,,,80,67,74,0,,,,,,,,,,,,
10001,1942-12-13,0,,30.55555556,20.55555556,25.55555556,0,,42,12,13,0,,,87,69,78,0,,,,,,,,,,,,
10001,1942-12-14,0,,31.11111111,22.77777778,26.66666667,0,,42,12,14,0,,,88,73,80,0,,,,,,,,,,,,
10001,1942-12-15,2.54,,31.11111111,22.22222222,26.66666667,0,,42,12,15,0.1,,,88,72,80,0,,,,,,,,,,,,
10001,1942-12-16,0,,30.55555556,22.22222222,26.66666667,0,,42,12,16,0,,,87,72,80,0,,,,,,,,,,,,
10001,1942-12-17,0,,31.11111111,22.77777778,26.66666667,0,,42,12,17,0,,,88,73,80,0,,,,,,,,,,,,
10001,1942-12-18,0,,30.55555556,22.77777778,26.66666667,0,,42,12,18,0,,,87,73,80,0,,,,,,,,,,,,
10001,1942-12-19,0,,31.11111111,21.66666667,26.66666667,0,,42,12,19,0,,,88,71,80,0,,,,,,,,,,,,
10001,1942-12-20,0,,31.11111111,22.77777778,26.66666667,0,,42,12,20,0,,,88,73,80,0,,,,,,,,,,,,
10001,1942-12-21,0.508,,33.88888889,18.88888889,26.66666667,0,,42,12,21,0.02,,,93,66,80,0,,,,,,,,,,,,
10001,1942-12-22,0,,31.11111111,18.88888889,25,0,,42,12,22,0,,,88,66,77,0,,,,,,,,,,,,
10001,1942-12-23,0,,32.22222222,21.66666667,26.66666667,0,,42,12,23,0,,,90,71,80,0,,,,,,,,,,,,
10001,1942-12-24,0,,32.22222222,22.22222222,27.22222222,0,,42,12,24,0,,,90,72,81,0,,,,,,,,,,,,
10001,1942-12-25,0,,32.22222222,18.88888889,25.55555556,0,,42,12,25,0,,,90,66,78,0,,,,,,,,,,,,
10001,1942-12-26,0,,32.22222222,21.11111111,26.66666667,0,,42,12,26,0,,,90,70,80,0,,,,,,,,,,,,
10001,1942-12-27,0,,32.77777778,17.22222222,25,0,,42,12,27,0,,,91,63,77,0,,,,,,,,,,,,
10001,1942-12-28,0,,30.55555556,16.11111111,23.33333333,0,,42,12,28,0,,,87,61,74,0,,,,,,,,,,,,
10001,1942-12-29,0,,32.22222222,16.66666667,24.44444444,0,,42,12,29,0,,,90,62,76,0,,,,,,,,,,,,
10001,1942-12-30,0,,32.22222222,18.33333333,25.55555556,0,,42,12,30,0,,,90,65,78,0,,,,,,,,,,,,
10001,1942-12-31,0,,31.11111111,22.22222222,26.66666667,0,,42,12,31,0,,,88,72,80,0,,,,,,,,,,,,
10001,1943-1-1,0,,31.11111111,21.11111111,26.11111111,0,,43,1,1,0,,,88,70,79,0,,,,,,,,,,,,
10001,1943-1-2,12.192,,30.55555556,23.33333333,26.66666667,0,,43,1,2,0.48,,,87,74,80,0,,,,,,,,,,,,
10001,1943-1-3,0,,29.44444444,21.11111111,25.55555556,0,,43,1,3,0,,,85,70,78,0,,,,,,,,,,,,
10001,1943-1-4,0,,30,21.11111111,25.55555556,0,,43,1,4,0,,,86,70,78,0,,,,,,,,,,,,
10001,1943-1-5,0,,30.55555556,20,25.55555556,0,,43,1,5,0,,,87,68,78,0,,,,,,,,,,,,
10001,1943-1-6,0,,31.66666667,21.11111111,26.66666667,0,,43,1,6,0,,,89,70,80,0,,,,,,,,,,,,
10001,1943-1-7,0,,32.22222222,20.55555556,26.66666667,0,,43,1,7,0,,,90,69,80,0,,,,,,,,,,,,
10001,1943-1-8,0,,31.66666667,22.22222222,26.66666667,0,,43,1,8,0,,,89,72,80,0,,,,,,,,,,,,
10001,1943-1-9,0,,30.55555556,23.33333333,26.66666667,0,,43,1,9,0,,,87,74,80,0,,,,,,,,,,,,
10001,1943-1-10,0,,33.33333333,21.66666667,27.77777778,0,,43,1,10,0,,,92,71,82,0,,,,,,,,,,,,
10001,1943-1-11,0,,30.55555556,21.66666667,26.11111111,0,,43,1,11,0,,,87,71,79,0,,,,,,,,,,,,
10001,1943-1-12,0,,31.11111111,19.44444444,25.55555556,0,,43,1,12,0,,,88,67,78,0,,,,,,,,,,,,
10001,1943-1-13,0,,31.66666667,21.66666667,26.66666667,0,,43,1,13,0,,,89,71,80,0,,,,,,,,,,,,
10001,1943-1-14,0,,32.77777778,22.22222222,27.77777778,0,,43,1,14,0,,,91,72,82,0,,,,,,,,,,,,
